token;sentimento
Para saber se a restituição está disponível, o contribuinte deve acessar a página da Receita na internet veja como consultar.;0
IP tem 17% dos projetos do PRR em execução;0
A empresa pública, que é uma das maiores beneficiárias do PRR, tem neste momento sete projetos rodoviários com obras no terreno e dez em contratação, que no total representam 257 milhões de euros de investimento, ou seja, 65% dos 395 milhões que assegurou.;0
A política cartaz feita lei;0
Não se legisla contra o mercado e Costa sabe-o desde a primeira hora. Preferiram, o primeiro-ministro e o seu partido, enterrar a cabeça na areia, criar uma onda de desconfiança, insistir em medidas com pouco efeito prático e avançar com alterações que desconfiguraram ainda mais o diploma.;-1
Tecnologia de Aveiro chega à Antártida;1
Com cerca de 120 trabalhadores e a faturar 18 milhões de euros, exportando para mais de 20 países nos cinco continentes, a Bresimar entrega a liderança da empresa à segunda geração da família Breda e conquista o sexto continente com a sua marca própria Tekon Electronics.;1
Arm publica prospeto preliminar para IPO;0
A Arm, fabricante de chips britânica detida maioritariamente pelo SoftBank, publicou esta segunda-feira à noite o prospeto preliminar para a sua entrada em bolsa junto do regulador dos mercados dos EUA.;1
Habitação: o maior fracasso socialista;0
Não há casas suficientes para a procura. Em 2022 chegavam ao mercado habitacional 125.708 fogos. Em 2015, fruto da bancarrota, esse valor caiu para 7.126 fogos. Em 2021 chegou a uns míseros 19.081 fogos.;0
Wall Street fecha mista com Nvidia e Tesla a impulsionarem Nasdaq e S&P 500;0
O S&P 500 e o Nasdaq Composite fecharam a primeira sessão da semana com ganhos, à boleia da Nvidia e da Tesla. Já o Dow Jones fechou o dia com perdas.;0
Arte gerada por inteligência artificial não pode receber direitos de autor;0
Decisão foi tomada por tribunal norte-americano. Direitos de autor implicam intervenção humana na criação das peças.;0
Fitch corta rating da SBB em cinco níveis para lixo;-1
A agência norte-americana passou assim o rating da SBB para B- face ao anterior nível BB+. Manteve o estatuto de vigilância negativa, o que indica que poderá voltar a cortar a avaliação.;-1
Habitação: Marcelo diz que tempo lhe vai dar razão;0
O parlamento fica na sua, e vota em conformidade e confirma a sua votação, e eu fico na minha, no sentido em que não me convenceu, disse Marcelo Rebelo de Sousa.;0
Só chega tarde quem não chega a tempo;0
De tanto baixar impostos, atingiram-se os níveis mais elevados da carga fiscal! O senhor secretário deve estar equivocado. Ou está mal informado. Ou quer manter confundido o eleitorado.;-1
Excedente externo no  2.º trimestre  é o primeiro numa década;1
Economia voltou a ter contas externas positivas entre abril e junho. Melhoria do défice comercial e reforço da balança excedentária nos serviços explicam evolução. Resultado conjunto do primeiro semestre equivale a 1,6% do PIB.;1
Goldman Sachs pondera vender unidade de consultoria de investimento;0
A unidade em causa, que supervisiona cerca de 29 mil milhões de dólares em ativos, foi adquirida pelo Goldman Sachs em 2019 por 750 milhões de dólares.;0
Subway perto de acordo para venda do negócio à Roark por 9,6 mil milhões de dólares;0
O acordo poderá ser fechado ainda esta semana, avança o The Wall Street Journal. As empresas de private equity TDR Capital e Sycamore Partners também estão na corrida, sendo ainda possível que apresentem uma oferta superior.;0
Lucros da Martifer recuam para os 9,1 milhões de euros no primeiro semestre;-1
O resultado líquido desceu face ao primeiro semestre do ano anterior apesar de a faturação ter aumentado, segundo dados comunicados à Comissão do Mercado de Valores Mobiliários.;-1
Beneficiários do CSI com ligeiro aumento depois de quebra expressiva em junho;1
O número de pensionistas que recebem o complemento solidário para idosos teve um acréscimo de 0,4% em julho depois da queda significativa no mês anterior após reavaliação de rendimentos que ditou o fim do CSI para 21 mil pessoas.;1
Ministra da Habitação insiste que proposta do Mais Habitação é equilibrada e urgente;1
Marina Gonçalves recusa acusações de falta de base de apoio do pacote Mais Habitação. Lembra alterações durante debate público dos últimos meses e considera a proposta equilibrada.;1
Europa fecha mista com receios de política monetária mais restritiva;0
Acompanhe aqui, minuto a minuto, o desempenho dos mercados durante esta segunda-feira.;0
Lisboa fecha em alta com Galp a tocar máximos desde fevereiro;1
A bolsa portuguesa encerrou a primeira sessão da semana em terreno positivo e recuperou o patamar dos seis mil pontos. Lisboa acompanhou as principais praças europeias e beneficiou dos ganhos de três pesos pesados: Jerónimo Martins, Galp e EDP Renováveis.;1
Fundos podem ter que alterar contratos se medidas do regulador dos EUA forem aprovadas;-1
As novas medidas regulatórias para os fundos dos EUA - relatórios mais detalhados e proibição de acordos secretos - poderá fazer com que vários acordos sejam renegociados ou mesmo cancelados nos próximos 12 meses.;-1
Ibovespa fecha em queda pressionado pelo exterior;-1
No cenário doméstico a pauta econômica também ficou no radar dos investidores do Ibovespa, às vésperas de votação do arcabouço;0
Pronome Neutro é proibido em escolas de BH;0
Na última sexta-feira, 18, foi publicada no Diário Oficial do Município de Belo Horizonte uma lei que proíbe estudantes e professores de usarem pronomes neutros e linguagem não binária nas escolas públicas e privadas da capital de Minas Gerais. A autoria do projeto é atribuída ao deputado Nikolas Ferreira (PL), e a nova regra já ;-1
Receita abre na quinta consulta ao 4º lote de restituição do IR veja como acessar;1
O quarto lote de restituição do Imposto de Renda Pessoa Física 2023 estará disponível para consulta a partir das 10h da próxima quinta-feira (24). São contempladas também restituições residuais de exercícios anteriores. O crédito bancário para 6.118.310 contribuintes será realizado no dia 31 de agosto, no valor total de RS 7,5 bilhões, sendo que R$ ;1
“Pinga-pinga” da renda fixa está com os dias contados, diz analista;-1
No último dia 2 de agosto, o Copom (Comitê de Política Monetária) reduziu a taxa Selic para 13,25% ao ano, iniciando o ciclo de cortes que pode se intensificar nos próximos meses. Alguns investidores, porém, deveriam tomar cuidado com o que desejam… Afinal, se olhar os dados do mercado, será possível perceber que a pessoa ;1
Fundos Imobiliários: 10 FIIs pagam dividendos aos cotistas hoje confira!;1
Os FIIs normalmente fazem estes pagamentos de forma mensal e os valores recebidos pelos cotistas são isentos de Imposto de Renda;1
Ibovespa opera em queda nesta segunda com Focus e China no radar;-1
O Ibovespa iniciou as negociações desta segunda-feira (21) em queda, com os investidores analisando os dados do Boletim Focus e reagindo à decisão do Banco Central da China, que reduziu as taxas de referência de um ano menor do que o esperado. Por volta das 10h40, o principal índice da bolsa brasileira opera em queda ;-1
Boletim Focus: Mercado sobe projeção da inflação de 2023;-1
O Banco Central divulgou nesta segunda-feira (21) uma revisão para cima da inflação deste ano, enquanto elevou a estimativa do câmbio de 2023. O levantamento é do Boletim Focus, que reúne as projeções do mercado sobre os principais dados econômicos brasileiros. A projeção para o IPCA de 2023 foi de 4,84% para 4,90%. Há quatro semanas, a expectativa estava também em ;-1
Decisão de juros na China, Focus, cenário político e o que move o mercado hoje;0
Os índices futuros dos Estados Unidos operam em alta na manhã desta segunda-feira (21). Com a agenda esvaziada hoje, as atenções se voltam para o que deve ocorrer na semana, com destaque para o Simpósio de Jackson Hole. O evento contará com a presença do presidente do Federal Reserve, Jerome Powell, na sexta-feira (25), que ;0
Opinião: Mr. Biden, derrube este muro!;0
As palavras de Reagan ecoam pelo tempo e deveriam ser sempre ouvidas por todos aqueles que são amantes da paz;0
Agenda da semana: IPCA-15, Brasil nos Brics e Powell em Jackson Hole movem o mercado;0
A próxima semana será marcada de poucos indicadores relevantes, mas contará com eventos importantes. Nos Estados Unidos, o Simpósio de Jackson Hole começará no dia 24 e contará com discurso do presidente do Federal Reserve, Jerome Powell, na sexta-feira (25). A autoridade monetária poderá dar mais pistas sobre os próximos passos do BC norte-americano. Entre ;0
Um balanço dos resultados e a bolsa americana;0
Conforme prometido, esta semana vou escrever sobre o que podemos inferir sobre a safra de resultados do 2º trimestre de 2023 aqui nos EUA. Para a próxima semana, farei um Insights focado em renda fixa. Não percam! Boa notícia sobre a inflação Antes de abordar o tema principal deste insight, permita-me comentar brevemente sobre o ;0
No interior do Ceará, uma cidade que aprendeu como se ensina;0
O complexo de vira-lata foi descrito pelo escritor Nelson Rodrigues, em 1958, como “a inferioridade em que o brasileiro se coloca, voluntariamente, em face do resto do mundo”, ou simplificando, trata-se do senso comum que diz que nós, brasileiros, adoramos vangloriar os feitos de fora e subestimar os nossos próprios “cases” de sucesso. Nesse sentido, ;0
Por que todas as atenções do mercado estão nas montanhas frias de Jackson Hole;0
Incerteza e rali dos treasuries antecedem discurso do presidente do Fed no fim desta semana bolsas desabaram após Jerome Powell evocar Volcker em simpósio do ano passado;-1
Senacon e Procon notificam 123 Milhas por suspensão de pacotes veja quais são os seus direitos;-1
A modalidade de venda de passagens por meio de transferência de milhas precisa atender a previsão do Código de Defesa do Consumidor;0
Morgan Stanley vê piora de confiança no S&P, Goldman discorda;0
Dois dos principais estrategistas de renda variável de Wall Street estão em lados opostos da discussão sobre a capacidade de os EUA evitar uma recessão;0
Receita libera consulta ao 4º lote de restituição do IR na quinta-feira veja quem recebe;1
O crédito bancário para 6.118.310 contribuintes será realizado no final do mês no valor total de RS 7,5 bilhões;1
Ibovespa volta a cair com EUA, China e negociação por arcabouço no radar;-1
Índice registra sua 14ª queda dos últimos 15 pregões rendimento das treasuries avança;-1
Como começar a empreender: guia completo para iniciantes;0
Neste guia, oferecemos um sólido embasamento para aqueles que desejam ingressar nessa fascinante trajetória;0
Dólar Hoje 21/08: fechou em alta em dia de agenda econômica mais fraca;-1
Moeda americana fechou em alta com agenda econômica fraca e reunião do Brics em vista;-1
Decisão do BC da China, Focus, Kapitalo compra 3R, Singapura vende Raízen e o que move o mercado;0
Bolsas sobem no Ocidente, após quedas da semana passada queda de juros mais branda do Banco Popular da China decepciona investidores locais;-0
Caixa paga novo Bolsa Família a beneficiários com NIS de final;0
Desde março, o Bolsa Família paga outro adicional, de R$ 150 a famílias com crianças de até 6 anos;0
Dividendos e JCP do BB (BBAS3): último dia para investir e receber dividendos do 2º tri;0
Estatal vai pagar R$ 2,27 bilhões em proventos referentes ao último balanço;0
Uma aposta ganha prêmio de mais de R$ 4 milhões da Mega-Sena;0
quina teve 34 apostas vencedoras cada acertador vai receber R$ 74.175,48;0
Lucro menor e alta na bolsa? Entenda porque S&P 500 sobe mesmo com resultados mais fracos no 2º tri;0
Levantamento da Economatica mostrou desaceleração nos números apresentados no segundo trimestre;-1
Plano de saúde não pode considerar sintomas como doença preexistente;0
Ao contratar um plano de saúde, a declaração de saúde é um documento de preenchimento obrigatório que visa esclarecer se a pessoa tem conhecimento de que possui doenças ou lesões preexistentes;0
Mega-Sena: veja o resultado do concurso 2.622 prêmio é de R$ 4,6 milhões;0
Prêmio para a aposta que acertar as seis dezenas é de R$ 4,6 milhões;0
Renegociou dívidas com o Desenrola? Próximo passo é planejamento, apontam especialistas;0
Débitos abaixo de R$ 100 não foram perdoados e devem ser quitados;1
123 Milhas: comprou passagem Promo e não sabe se conseguirá voar? Veja perguntas e respostas;0
Quem já teve passagem emitida não terá a viagem cancelada, mas clientes que ainda não receberam seus localizadores não irão viajar;-1
Caixa altera sorteio da Mega-Sena para aumentar o prêmio veja o que muda;0
A mudança começa a partir do concurso 2.623, que será realizado dia 22 de agosto;0
A nova aposta de Warren Buffett: o mercado imobiliário;0
A empresa do bilionário americano comprou ações de três construtoras residenciais apesar do cenário crítico do mercado imobiliário nos Estados Unidos;0
Gestora gaúcha aposta em small cap que fornece tecido para 'coletinhos' da Faria Lima;0
Empresa do Rio Grande do Sul tem gigantes como North Face, Nike, Adidas e Track &amp Field entre os clientes e mais do que dobrou de tamanho na bolsa;1
Mercado Livre ofusca brasileiras no comércio digital — mais uma vez;-1
O varejista segue na liderança, enquanto as brasileiras se reequilibram;0
Inverno ameno antecipa liquidações e derruba lucro de varejistas de moda;-1
A chegada ou não do frio determina se as novas coleções serão vendidas a preço cheio ou com descontos ao longo da estação;0
Receita libera consulta a restituição do Imposto de Renda nos próximos dias;0
O pagamento do 4º lote da Restituição do Imposto de Renda 2023 será no dia 31 de agosto;1
Calendário do investidor: cinco assuntos quentes para o Brasil na próxima semana;0
Evento anual do Fed em Jackson Hole e encontro dos BRICS movimentam a semana, que ainda terá IPCA-15 e reunião sobre o arcabouço fiscal;0
Mega-Sena paga neste sábado prêmio de R$ 4 milhões;0
As apostas na Mega-Sena podem ser feitas até as 19h do dia do sorteio nas casas lotéricas credenciadas, pela internet ou no aplicativo da loteria;0
Atrasei o pagamento do meu plano de saúde. O atendimento pode ser negado?;0
Especialista responde à dúvida de leitor sobre direito do consumidor sobre plano de saúde. Envie você também suas perguntas;0
Nos últimos anos, a gestora ganhou destaque após desvendar inconsistências nos demonstrativos financeiras do IRThe postSquadra Investimentos alerta para “surpresas negativas” em fundos imobiliário appeared first onInfoMone;-1
Projeto entrou em operação com 20 meses de antecipação em relação ao prazo estabelecido pela Agência Nacional de Energia Elétrica (ANEELThe postIsa Cteep (TRPL4) anuncia início da operação comercial do projeto Triângulo Mineiro antes do previst appeared first onInfoMone;1
Com a aceitação da denúncia, será aberto um processo criminal contra a deputada testemunhas de defesa e de acusação serão ouvidaThe postSTF torna ré deputada Zambelli por perseguição com arm appeared first onInfoMone;0
Hacker foi preso em 2019 por suspeita de invadir contas de autoridades no Telegram, entre elas, de integrantes da força-tarefa da Lava JatThe postJustiça Federal condena Delgatti a 20 anos de prisã appeared first onInfoMone;-1
Teto do consignado para beneficiários do INSS cai para 1,91% Caixa (1,70%) e BB (1,77%) praticam taxas menoreThe postNovo teto do consignado do INSS passa a valer hoje veja o que mud appeared first onInfoMone;-1
Josué Gomes da Silva disse que as exceções são necessárias e meritórias, porém defendeu que a indústria não seja oneradThe postFiesp quer que alíquota máxima seja estabelecida em 25% na reforma tributári appeared first onInfoMone;1
Presidente do Congresso crê que limite deve ser implementado já na proposta de emenda constitucionaThe postPacheco defende teto para alíquota na reforma tributária Appy diz ser muito complicado&#8221 appeared first onInfoMone;1
O diesel S-10 também está acima do preço da estatal, em média 9,8%, totalizando cerca de R$ 0,37 a mais por litroThe postGasolina em refinarias privadas custa 11,7% a mais do que nas refinarias da Petrobras (PETR4), diz OS appeared first onInfoMone;0
Presidente do Senado reiterou que o Congresso vai buscar o equilíbrio entre os entes federados porque o Brasil é um sThe postEduardo Braga já tem informações do impacto das exceções na reforma tributária, diz Pachec appeared first onInfoMone;1
Presidente da Câmara voltou a defender o retorno da reforma administrativa à agenda legislativThe Não quero botar pressão sobre ninguém, mas vamos ter de cortar despesas, diz Lir appeared first onInfoMone;1
