token;sentimento
Vamos a um Insights um pouco diferente esta semana. Tradicionalmente, costumo abordar bastante o cenário, os indicadores econômicos e as análises de mercado. No entanto, o texto desta semana trata de um assunto super interessante: sites que podem auxiliar você nessa jornada como investidor global. Essa é uma demanda recorrente que sempre recebo por meio [&#8230];0
Ibovespa fecha em queda pressionado por Vale e Petrobras;-1
Investidores do Ibovespa reagiram ao IPCA de julho, que veio acima da expectativa do mercado, mas dentro do teto;0
Resultados do 2T23 de Moura Dubeux (MDNE3), Plano & Plano (PLPL3) e Priner (PRNR3);0
Notícias em destaque das Smallcaps Moura Dubeux (MDNE3) O Moura Dubeux (MDNE3)&#160 presentou mais um trimestre de fortes e crescentes resultados. Receita cresceu 23,8%, lucro bruto 27,5% e LL 48,7%. Segue com caixa líquida e acreditando em continuidade do crescimento. Mesmo assim, MD ainda vale apenas 80% do VP. Veja mais detalhes: E o futuro da [&#8230];1
Ibovespa opera em queda com IPCA e resultados corporativos no radar;-1
O Ibovespa começou em alta nesta sexta-feira (11), mas virou o sinal ao longo da tarde e opera em queda. Os investidores reagem aos dados da inflação oficial no Brasil, que voltou a acelerar neste mês, além da enxurrada de resultados corporativos divulgados na véspera. Por volta das 14h05, o principal índice da bolsa brasileira [&#8230];-1
Quais os melhores horários pra você operar no mercado de Forex?;0
Forex é o maior Mercado Financeiro do Mundo! Nele, as moedas são negociadas entre si. É possível comprar e vender Dólar, Euro, Libra, Iene, Franco-suíço, Real, Peso Mexicano, Dólar Canadense e tantas outras. Seus maiores players são os Bancos Centrais e as grandes instituições financeiras, como bancos comerciais, de investimento e fundos de hedge. Um [&#8230];0
IPCA varia 0,12% em julho e atinge 3,99% em 12 meses, mostra IBGE;0
O Índice Nacional de Preços ao Consumidor Amplo (IPCA) registrou variação de 0,12% em julho em relação ao mês anterior, de acordo com dados do Instituto Brasileiro de Geografia e Estatística (IBGE) nesta sexta-feira (11). A expectativa do mercado era variação de 0,07% no período. No acumulado dos últimos 12 meses, a inflação chegou a [&#8230];-1
Wilson Ferreira Junior renuncia ao cargo de CEO da Eletrobras;-1
Ivan de Souza Monteiro passa a ser presidente da companhia;0
Empresa com mais aquisições da bolsa quer voltar às compras após '2º IPO';0
Capitalizada, Viveo quer fechar grandes negócios a partir de 2024. Compras menores já não movem mais o ponteiro, disse CEO à EXAME Invest;0
Previc aprova novo marco da previdência complementar fechada;1
Superintendência Nacional de Previdência Complementar revisa 40 normas desde 2007, reafirmando seu papel e buscando equilíbrio na atuação;1
Yield real perto de pico de 14 anos puxa compra global de dólar;1
O rendimento real — yield menos inflação — dos títulos do Tesouro americano de 10 anos subiu acima de 1,82% nesta segunda-feira, perto do nível mais alto desde 2009;1
Serasa muda metodologia da pontuação do score de crédito veja o que impacta;0
A Serasa lançou nesta segunda-feira uma atualização da metodologia da pontuação do score de crédito;0
MELHORES E MAIORES 50 anos: Kenvue carrega o legado da J&J, a farmacêutica mais premiada;0
Há 90 anos no país, a empresa de consumo do setor farmacêutico e cuidados pessoais é uma das maiores campeãs da premiação;0
George Soros: quem é o homem que quebrou o Banco da Inglaterra?;0
Entenda tudo sobre esse famoso homem de negócios: desde sua história pessoal até sua influência nas finanças globais e sua marcante atuação filantrópica por meio da Open Society Foundations;0
Bernard Arnault: quem é como se tornou o rei do luxo?;0
Bernard Arnault, uma figura icônica no mundo dos negócios e da moda, é um empresário visionário e líder inovador;0
Títulos argentinos despencam com surpresa eleitoral;-1
A dívida soberana do país vizinho, que já era negociada em níveis de estresse, liderou as quedas nos mercados emergentes nesta segunda-feira;-1
Ibovespa tem 10ª queda seguida com pressão de Vale e China;-1
Risco de calote de uma das maiores empresas do setor imobiliário chinês derruba bolsa;-1
Dólar hoje 14/08: moeda fecha em alta após divulgação do IPCA;-1
A moeda americana fecha em alta após divulgação dos dados do IPCA e IBC-Br;-1
O que é gateway de pagamento? Saiba como funciona e qual o melhor;0
Com o artigo abaixo, explore as principais vantagens de adotar uma dessas ferramentas, impulsionando seu negócio para o sucesso no cenário digital.;0
Mega-Sena: duas das quatro apostas vencedoras foram feitas na mesma lotérica;0
Cidade do Mato Grosso tem quase 200 mil habitantes;0
Em trimestre recorde, lucro do Inter salta 313%, para R$ 64 milhões;1
Maturidade do negócio e corte de custos foram ingredientes para resultado  no 2º tri, diz VP do banco;1
Country Garden: o que explica a queda do grupo imobiliário chinês que preocupou investidores?;0
Grupo está na lista da revista Forbes de 500 maiores empresas do mundo e sua presidente, Yang Huiyan, era  até recentemente a mulher mais rica da Ásia;0
Direita lidera prévia na Argentina, temores na China, IBC-Br e o que mais move o mercado;0
Javier Milei quer acabar com o Banco Central da Argentina e dolarizar a economia diante da instabilidade do peso;0
Após recorde de lucro, Porto vê outra oportunidade bilionária no balcão dos bancos;1
O principal canal de venda da Porto em seguros são os corretores mas a companhia vê espaço para crescer no chamado bancassurance que no mercado brasileiro, é tão fundamental quanto;1
Montadoras do Japão veem desafios para manter vendas na China, atingidas por concorrência local;0
As principais montadoras do Japão vêm perdendo terreno há muito tempo na China para marcas locais que lideram o mercado de rápido crescimento de veículos elétricos;0
Mega-Sena concurso 2.620: quatro apostas dividem prêmio de R$ 116,2 milhões;0
A quina teve 404 ganhadores e pagará o prêmio individual de R$ 23.042,04. Os 21.667 vencedores da quadra receberão, cada um, R$ 613,76;0
Dia dos Pais: a transformação pelo exemplo;0
Divisão de responsabilidades e medidas corporativas como a licença-parental são ferramentas na busca pela igualdade de gênero no mercado de trabalho;0
Mega-Sena: veja o resultado do concurso 2.620 prêmio é de R$ 115 milhões;0
Prêmio para a aposta que acertar as seis dezenas é de R$ 116.232.513,11;0
Calendário do investidor: cinco assuntos quentes para o Brasil nesta semana;0
IBC-Br abre semana, depois de adiamento da divulgação por paralisação dos servidores do Banco Central;0
Bancos elogiam Haddad e dizem que política econômica do governo está ‘na direção certa’;1
O andamento do arcabouço fiscal e da reforma tributária ajudaram a criar um cenário otimista que, afirmam, vai destravar a economia;1
Em quais situações o plano de saúde por ser cancelado?;0
Especialista responde à dúvida de leitor sobre direito do consumidor sobre plano de saúde. Envie você também suas perguntas;0
Mega-Sena acumula e prêmio vai para R$ 115 milhões veja como apostar;0
O sorteio acontece às 20h no Espaço da Sorte, em São Paulo, e conta com transmissão ao vivo pelas redes sociais da instituição;0
Resultado refletiu principalmente o resultado operacional apresentado em todos os corredores logísticoThe postHidrovias do Brasil (HBSA3) lucra 5 vezes mais no segundo trimestre, a R$ 117,9 milhõe appeared first onInfoMone;1
Em termos recorrentes, a companhia teve resultado positivo de R$ 3,44 bilhões, evolução de 14,5% na base anualThe postItaúsa (ITSA4) lucra R$ 3,59 bilhões no 2º tri, alta anual de 17% anuncia emissão de novas açõe appeared first onInfoMone;1
A receita líquida somou R$ 247 milhões no segundo trimestre deste ano, crescimento de 46% na comparação com igual etapa de 202The postDesktop (DESK3) tem lucro ajustado de R$ 33 milhões no segundo trimestre, alta anual de 460 appeared first onInfoMone;1
Companhia viu sua receita melhorar acompanhando alunos matriculados, melhoria das taxas de captação e evasão e crescimento do curso de medicinThe postSer Educacional (SEER3) reverte prejuízo e tem lucro líquido de R$ 31,3 milhões no segundo trimestr appeared first onInfoMone;1
Receita operacional líquida cresceu 27% no 2T23 quando comparado ao 2T22 e 3% quando comparado ao 1T23, para R$ 300,2 milhõeThe postBrisanet (BRIT3) reverte prejuízo e lucra R$ 43,9 milhões no segundo trimestr appeared first onInfoMone;1
Ivan de Souza Monteiro renunciou à função de presidente do Conselho de Administração, sendo substituído por Vicente Falconi CampoThe postEletrobras (ELET6): Wilson Ferreira Junior renuncia ao cargo de CEO Ivan Monteiro é eleito para a posiçã appeared first onInfoMone;0
Avanço do lucro líquido é resultado da melhora do Ebitda, somado a iniciativas em busca de eficiência na gestão financeirThe postCruzeiro do Sul (CSED3) tem lucro ajustado de R$ 51,1 mi no segundo trimestre, alta anual de 110,9 appeared first onInfoMone;1
Receita líquida atingiu R$ 989,8 milhões, montante 15,6% menor que o registrado no 2T22, porém 26,2% maior quando comparado ao 1T2The postMulti (MLAS3) tem queda de 21,7% do lucro no 2º tri na base anual, mas reverte perdas dos primeiros três meses do an appeared first onInfoMone;1
Segundo construtora resultados são impactados pela sua estratégia de reposicionamento no alto padrãThe postGafisa (GFSA3) tem prejuízo líquido de R$ 88,8 milhões no segundo trimestr appeared first onInfoMone;-1
Em entrevista, ministro havia dito que Câmara estava com um poder muito grande e reclamado de volume de emendas parlamentares no OrçamentThe postHaddad faz retratação após mal-entendido com Lira: &#8220Eu sou só elogios para a Câmara&#8221 appeared first onInfoMone;1
