token;sentimento
O líder do PSD, Luís Montenegro, disse hoje no Algarve que Portugal está a falhar e que é necessário um sobressalto para conseguir manter no país os jovens qualificados que emigram todos os anos.;-1
Um mexicano fiel à tradição em Lisboa;0
No LxFactory, encontramos um sítio onde comer tacos e beber margaritas ao som do DJ residente, quase como se estivéssemos na Cidade do México - é o Mex Factory.;0
Hyundai Blue. Novo ecossistema de mobilidade elétrica;0
O lançamento da Hyundai Blue e-mobility, um novo ecossistema de mobilidade elétrica, assinala o arranque da atividade da Hyundai Portugal enquanto operadora de serviços de mobilidade elétrica.;1
Hyundai Ioniq 6. O melhor do mundo;1
O novo elétrico Ioniq 6 da Hyundai apresenta um 'design' futurista e uma silhueta dinâmica. Venceu o galardão 'Melhor do Mundo 2023'.;1
Há uma fintech portuguesa entre as 200 melhores do mundo;0
Numa lista elaborada pela Statista e CNBC, a Raize é a unica startup portuguesa que aparece na lista. Foi uma das escolhidas no segmento de pagamentos alternativos entre 24 outras empresas.;0
Ferrari atinge marco na China: é o país onde a marca mais carros vende a mulheres;0
Mais de um quarto dos veículos vendidos pela marca italiana naquele país têm como comprador uma mulher.;0
Fed reforça supervisão de criptoativos nos Estados Unidos;1
Inovações financeiras como parcerias tecnológicas, bem como quaisquer atividades que envolvam criptoativos e tecnologia blockchain são alvo do novo programa de supervisão nos Estados Unidos.;1
Mistério do queijo picaroto;0
O queijo Ilha dos Mistérios ganhou diversos prémios e mereceu, segundo o presidente da Leite Montanha, a procura de diversos chefs e lojas especializadas no continente, mas também no estrangeiro.;0
Seca: Agricultores alertam para sufoco na pecuária e ausência de medidas;-1
Os agricultores alertaram para a situação de sufoco em que se encontram muitas explorações pecuárias em Portugal, face à seca prolongada, e lamentaram a ausência de medidas eficazes para mitigar o impacto deste problema para o setor.;-1
IRS jovem duplicou beneficiários. Apoio médio foi de 425 euros;0
Os contribuintes que tiveram direito ao IRS Jovem nos seus rendimentos do ano passado foram cerca de duas vezes mais do que em 2021, segundo números das Finanças. Em média, o benefício fiscal foi de cerca de 425 euros, para pessoas que, na maioria, têm o ensino superior.;0
Da biblioterapia à prescrição social ? receitas criativas ao serviço da saúde;0
A prescrição de atividades culturais e artísticas é cada vez mais utilizada como complemento às terapias clínicas. Combater o isolamento e a solidão, aumentar a criatividade e a autoestima são alguns dos seus objetivos.;1
Tecnológica bracarense selecionada para projeto piloto RESTwithEU com Arroz Seco;0
Ferramenta pensada para servir a restauração foi a única candidatura portuguesa entre mais de 80 propostas de toda a Europa. Empresa espera poder replicar os resultados obtidos no projeto piloto levado a cabo num restaurante búlgaro .;0
Marinha acompanhou navio russo ao largo da costa portuguesa;0
A monitorização de unidades navais russas decorre da defesa dos interesses nacionais e do exercício da autoridade do Estado no Mar, adianta a Marinha portuguesa.;0
Câmara de Lisboa: JMJ foi o investimento mais barato que a cidade fez;1
A Jornada Mundial da Juventude custou 35 milhões à autarquia de Lisboa, mas, destes, só dez milhões foram custo, já que o restante foi investimento que fica na cidade, afirma o vice-presidente, Anacoreta Correia.;1
A semana em oito gráficos: Bolsas pintam-se de vermelho e dólar reforça estatuto de refúgio;1
Com as atenções nos bancos centrais, as bolsas pintaram-se de vermelho e a última sessão anulou os ganhos da semana. A volatilidade reforçou o papel do dólar como refúgio, enquanto as perspetivas de aumento da procura e os cortes na produção deram novamente força ao petróleo.;-1
Creditreform eleva classificação da dívida portuguesa em dois níveis;-1
A agência de notação financeira anunciou nesta sexta-feira um upgrade da classificação atribuída à dívida de longo prazo da República portuguesa. Já são quatro as agências a atribuírem categoria A a Portugal.;-1
Preços no produtor dos EUA deixam Wall Street em dia morno;0
Em Wall Street a sessão foi mista, com os investidores a centrarem-se no índice de preços no produtor nos EUA, que subiu acima do esperado, . Ainda assim, perspetivam que a Fed mantenha as taxas de juro inalteradas em setembro.;0
Sites úteis para todo investidor global;0
Vamos a um Insights um pouco diferente esta semana. Tradicionalmente, costumo abordar bastante o cenário, os indicadores econômicos e as análises de mercado. No entanto, o texto desta semana trata de um assunto super interessante: sites que podem auxiliar você nessa jornada como investidor global. Essa é uma demanda recorrente que sempre recebo por meio;0
Ibovespa fecha em queda pressionado por Vale e Petrobras;-1
Investidores do Ibovespa reagiram ao IPCA de julho, que veio acima da expectativa do mercado, mas dentro do teto;-1
Resultados do 2T23 de Moura Dubeux (MDNE3), Plano & Plano (PLPL3) e Priner (PRNR3);0
Notícias em destaque das Smallcaps Moura Dubeux (MDNE3) O Moura Dubeux (MDNE3) apresentou mais um trimestre de fortes e crescentes resultados. Receita cresceu 23,8%, lucro bruto 27,5% e LL 48,7%. Segue com caixa líquida e acreditando em continuidade do crescimento. Mesmo assim, MD ainda vale apenas 80% do VP;1
Ibovespa opera em queda com IPCA e resultados corporativos no radar;-1
O Ibovespa começou em alta nesta sexta-feira (11), mas virou o sinal ao longo da tarde e opera em queda. Os investidores reagem aos dados da inflação oficial no Brasil, que voltou a acelerar neste mês, além da enxurrada de resultados corporativos divulgados na véspera. Por volta das 14h05, o principal índice da bolsa brasileira;-1
Quais os melhores horários pra você operar no mercado de Forex?;0
Forex é o maior Mercado Financeiro do Mundo! Nele, as moedas são negociadas entre si. É possível comprar e vender Dólar, Euro, Libra, Iene, Franco-suíço, Real, Peso Mexicano, Dólar Canadense e tantas outras. Seus maiores players são os Bancos Centrais e as grandes instituições financeiras, como bancos comerciais, de investimento e fundos de hedge;0
IPCA varia 0,12% em julho e atinge 3,99% em 12 meses, mostra IBGE;0
O Índice Nacional de Preços ao Consumidor Amplo (IPCA) registrou variação de 0,12% em julho em relação ao mês anterior, de acordo com dados do Instituto Brasileiro de Geografia e Estatística (IBGE) nesta sexta-feira (11). A expectativa do mercado era variação de 0,07% no período;-1
IPCA no Brasil, IPP nos EUA e o que move o mercado nesta sexta-feira;0
Após os números mais favoráveis do Índice de Preços ao Consumidor (IPC), o dia reserva os dados de preços ao produtor (IPP) nos Estados Unidos. A expectativa do mercado para o IPP é de variação de 0,2% em julho na comparação com o mês anterior e 0,7% na base anual. O indicador de inflação aumentou ;-1
O cérebro criou o homem e o discurso, o político;0
No livro o cérebro criou o homem, escrito por António Damásio, as trilhas dos circuitos neurais são percorridas pelo autor para explorar a complexa noção de consciência, a qual ele define comoself&#8221. Essa jornada intelectual empreendida por Damásio proporciona uma visão estimulante, investigando a criação de uma entidade que, mesmo não sendo separada;0
Ibovespa fecha em sua 8º queda seguida;-1
Investidores reagiram a inflação norte-americana, que veio dentro do esperado e que  trouxe um certo alívio para o Ibovespa;1
Resultados do 2T23 da Mitre (MTRE3) e Lavvi (LAVV3);0
Notícias em destaque das Empresas e Smallcaps Mitre (MTRE3) A Mitre (MTRE3) apresentou um resultado misto entre boas e más notícias: Houve forte queda da margem bruta, parte por um poc pior (empresa acredita que agora deve voltar a melhorar) e parte por uma mudança contábil, sem efeito caixa, dos recebíveis trazidos a valor presente;0
Conab: produção de grãos cresce 17,4% na safra 2022/2023;1
A estimativa para a produção de grãos na safra 2022/23 é de 320,1 milhões de toneladas. O montante, de acordo com a Companhia Nacional de Abastecimento (Conab), representa incremento de 17,4% e volume de 47,4 milhões de toneladas a mais que o total colhido no ciclo passado. Em nota, a Conab destacou que o resultado;1
Conheça a BM&C Class, plataforma gratuita de educação financeira em videoulas;0
A BMC criou o BMC Class, uma plataforma gratuita de educação financeira com conteúdo de qualidade e imparcial sobre investimentos, finanças e economia.;0
Calendário do investidor: cinco assuntos quentes para o Brasil na próxima semana;0
IBC-Br abre semana, depois de adiamento da divulgação por paralisação dos servidores do Banco Central;1
Bancos elogiam Haddad e dizem que política econômica do governo está ‘na direção certa’;1
O andamento do arcabouço fiscal e da reforma tributária ajudaram a criar um cenário otimista que, afirmam, vai destravar a economia;1
Em quais situações o plano de saúde por ser cancelado?;0
Especialista responde à dúvida de leitor sobre direito do consumidor sobre plano de saúde. Envie você também suas perguntas;0
Mega-Sena acumula e prêmio vai para R$ 115 milhões veja como apostar;0
O sorteio acontece às 20h no Espaço da Sorte, em São Paulo, e conta com transmissão ao vivo pelas redes sociais da instituição;0
Lotofácil da Independência: quanto rendem R$ 200 milhões na poupança em 2023?;0
Veja quanto rende um investimento de R$ 200 milhões na poupança e compare com outros investimentos;0
Vamos lotar os nossos estaleiros de novo, diz presidente da Petrobras;1
Jean Paul Prates fez referência às embarcações da expansão dos negócios de óleo e gás da estatal nos próximos anos;1
Gestora de peso vende ações da Westwing dias antes de resultado. ações desabam;-1
Kapitalo vendeu cerca de 5% do capital da empresa WNT, que recentemente se tornou acionista relevante da Light, aumentou posição para mais de 30% da companhia;0
“Há espaço para crescer em rentabilidade”, diz Banco ABC após lucro estável;1
Lucro líquido do banco atingiu R$ 201,9 milhões no segundo trimestre, leve alta de 0,1% na comparação anual;1
Por que o IPCA acima do esperado animou o mercado e elevou a expectativa por cortes maiores da Selic;1
Inflação de julho ajudam a impulsionar a bolsa brasileira, embora tenha superado as projeções de economistas;1
Ibovespa cai pelo 9º pregão seguido e tem maior queda semanal desde abril;-1
Índice virou para baixo com força negativa de Vale e Petrobras;-1
Dólar hoje 11/08: moeda fecha em alta com divulgação do IPCA de de julho;-1
Dólar fecha em alta nesta sexta-feira com mercado reagindo aos novos dados do IPCA;-1
Google Meu Negócio: como usar e como criar um perfil;0
O Google Meu Negócio é uma ferramenta que pode expandir a sua marca na internet. Veja como usá-la no dia a dia de seu negócio;0
IPCA e a queda de juros, Fed hawkish, o prejuízo e o plano da Via e o que move o mercado;-1
Mercado projeta inflação de acumulada mais forte em julho. no exterior, membros do Federal Reserve mantêm cautela no mercado;-1
Renegocia: mutirão de negociação de dívidas termina nesta sexta-feira;-1
Pode participar do mutirão de negociação de dívidas qualquer consumidor que tenha dívidas em atraso. Não há limites nos valores das dívidas, nem de renda;0
Locaweb tem prejuízo líquido de R$ 38,8 milhões no 2º trimestre;-1
Ebitda ajustado ficou em R$ 53,8 milhões entre abril e junho, 33,2% acima do registrado um ano antes;1
Rumo tem lucro líquido de R$ 167 milhões no 2º trimestre;0
Entre abril e junho, o Ebitda da companhia atingiu R$ 1,448 bilhão, 21% maior do que um ano antes;1
Lucro da MRV triplica no trimestre e analistas veem turnaround a caminho;1
A última linha do balanço ficou em R$ 181 milhões, ante R$ 57 milhões no mesmo período do ano passado;1
Disney aumenta preço de serviço de streaming e deve limitar compartilhamento de senhas ação dispara;1
A Disney planeja seguir os passos da Netflix e deve limitar o compartilhamento de senhas;0
Azul dispara quase 10% com Ebitda e receita acima do esperado;1
Companhia aérea tem Ebitda e receita recordes para um segundo trimestre;1
BB renegocia R$ 4,4 bi no Desenrola. impacto nos números será no próximo mês, diz presidente;0
Versão ampliada do programa amplia faixa de público e inclui micro e pequenas empresas;1
Frente de pagamentos leva lucro da CSU Digital para R$ 20,5 milhões no 2º tri, alta de 15,8%;1
Empresa ressalta que resultado seria ainda maior desconsiderando efeitos pontuais com rescisões no período;1
Renegocia: mutirão para negociar dívidas termina nesta sexta;-1
Renegocia tem por objetivo auxiliar cidadãos com dificuldades financeiras antes que as dividas superem suas condições de pagamento;0
Núcleo do CPI dos EUA cai para 4,7% em julho e fica abaixo do esperado;-1
O núcleo do CPI, que exclui itens voláteis como alimentos e energia, subiu 0,2% na base mensal;1
Ibovespa vira para queda e fecha no negativo pelo 8º pregão seguido;-1
No exterior, núcleo da inflação ao consumidor americano tem leve declínio no mês de julho;1
Mega-Sena acumulada: quanto rendem R$ 115 milhões na poupança;0
Quanto rende um investimento de R$ 105 milhões na poupança e compare com outros investimentos;0
Lula voltou. O PAC voltou. O Brasil voltou!, disse Jean Paul Prates, que também destacou o senso de responsabilidade da estataThe postEm rede social, Jean Paul Prates exalta PAC e papel da Petrobras como estata appeared first onInfoMone;0
Estado do Paraná reduziu participação nas ações com direito de voto de 69,66% para cerca de 32,32The postCopel conclui processo de transformação em corporação, sem acionista controlado appeared first onInfoMone;1
Objetivo é que a redução na conta de energia chegue ao consumidor, disse o ministrThe postRui Costa: Não necessariamente haverá placa física solar no condomínio do MCM appeared first onInfoMone;1
Programa prevê investimentos de R$ 1,7 trilhão em investimentos públicos e privados, sendo R$ 1,4 trilhão até 202The postTebet: Teto de gastos foi absolutamente respeitado na construção do Novo PA appeared first onInfoMone;1
Ao separar o montante pelo tipo de plano, o VGBL tem 61% dos clientes, e o PGBL, 21The postPrevidência privada cresce 2,9% no 1º semestre, e arrecada R$ 77,4 bi, aponta Fenaprev appeared first onInfoMone;1
Para especialistas, desaceleração chinesa tende a afetar mais commodities metálicas, como minério, do que o agrThe postMercado vê impacto limitado no País com indicadores ruins da Chin appeared first onInfoMone;1
Na avaliação do economista, se governo continuar focado em criar boas condições para a economia, os impactos serão vistos apenas nos PIBs de 2025 e 202The postMegale: teremos poucas notícias muito relevantes na economia daqui até fim do an appeared first onInfoMone;1
Presidente do BC também promete agregador financeiro, app com produtos e serviços num único ambientThe postConsumidor vai fazer compras com crédito via Pix, diz Campos Net appeared first onInfoMone;1
Primeiros seis meses do ano foram marcados pelo aumento da inadimplência, mesmo com freio aplicado pelos instituições na concessão de créditThe postLucro dos quatro maiores bancos listados cai 8,7% no 2º trimestre, a R$ 24,3 bilhõe appeared first onInfoMone;-1
Advogados afirmaram que ele jamais se apropriou de bens públicoThe postDefesa de Bolsonaro afirma que ele oferecerá sigilo bancário à Justiç appeared first onInfoMone;1
