token;sentimento
ROXO34: Nubank muda código de seu BDR na B3 e estreia com alta de 5,41%;1
A mudança fez com que os BDRs NUBR33, que eram negociados pela companhia, acabaram sendo convertidos em BDRs Nível I Não Patrocinados;0
Ibovespa opera próximo da estabilidade repercutindo dados da economia chinesa e varejo dos EUA;0
O Ibovespa abriu em queda nesta terça-feira (15), com investidores analisando os dados econômicos aquém do esperado na China;-1
Fundos mútuos e ETFs barateiam suas taxas de administração;1
Movimento reflete procura dos investidores por produtos mais acessíveis, que minimizem custos de investimento As preferências dos investidores por fundos mais acessíveis estão reduzindo as taxas de administração desses produtos. Segundo uma pesquisa feita pela Morningstar, a taxa de despesa média ponderada pelo patrimônio líquido para fundos mútuos e ETFs — que mede quanto de ;1
Petrobras eleva preço da gasolina em 16% e diesel em 25%;1
A Petrobras (PETR4 PETR3) anunciou nesta terça-feira (15) um reajuste no preço da gasolina e do óleo diesel para as distribuidoras. O preço médio da gasolina passou de R$ 2,52 para R$ 2,93 por litro (elevação de 16,26%), um aumento de R$ 0,41 po litro. O diesel, por sua vez, foi de R$ 3,02 para ;1
IA traz boas promessas para a gestão de recursos, mas também riscos;0
Ganhos na análise de ativos serão importantes, mas é preciso ter atenção aos problemas potenciais provocados pelo uso, sobretudo, das plataformas genéricas A chegada ao mercado no começo do ano de ferramentas de inteligência artificial (IA) baseadas em LLMs (Large Language Models), como o ChatGPT, da OpenAI/Microsoft, ou o Bard, da Google, deixou o que ;0
MELHORES E MAIORES 50 anos: AES, a mais premiada do setor, se prepara para um mundo em transformação;0
Companhia chegou no Brasil há mais de 30 anos e se prepara para um futuro cada vez mais verde — e aberto;1
Com monetização da base, Nubank reverte prejuízo e lucra US$ 224,9 milhões no 2º trim.;1
Resultado da fintech ficou acima da expectativa de mercado e foi 58% superior ao do primeiro trimestre;1
Direito do consumidor: 7 direitos que você precisa conhecer;0
Conhecer esses direitos faz com que se evite cair em armadilhas ou ser lesado por empresas;1
Imposto Territorial Rural: Receita espera receber 5,9 milhões de declarações veja quem deve enviar;0
A declaração do Imposto sobre a Propriedade Territorial Rural deve ser entregue por qualquer a pessoa física ou jurídica;0
Confiança global em ações melhora para nível pré-Fed, diz BofA;1
Em outro sinal de melhora da confiança, a alocação dos investidores em ações está o menos ‘underweight’ desde abril de 2022;1
Petrobras: por que o mercado comemorou os preços mais altos de gasolina e diesel;1
Reajustes de preços foram feitos após mudanças na política interna da companhia ação dispara na bolsa de valores;1
Ações da Petrobras disparam na bolsa após empresa subir os preços de gasolina e diesel;1
Alta ocorre em meio à valorização do petróleo, que subiu quase 20% no exterior desde o fim de maio;1
Melhor maquininha de cartão: como escolher a melhor maquininha para o seu negócio;0
Não deixe de levar em conta a tecnologia e as taxas e tarifas oferecidas 209 milhões de cartões de crédito estão ativos no país;0
Ibovespa fica no vermelho pelo 11º pregão seguido com pressão de Eletrobras e exterior;-1
Pessimismo com economia chinesa mantém cautela no mercado internacional Petrobras subiu após reajuste de preços;0
Dólar hoje 15/08: fecha em alta com clima de aversão ao risco no mercado;-1
Moeda americana fecha em alta com investidores aguardando o Fed e reagindo aos dados econômicos da China;-1
Orizon (ORVR3) e Compass, da Cosan, se juntam em negócio de R$ 450 milhões;1
Joint venture fabricará biometano Compass entrou com o dinheiro, Orizon, com a matéria-prima;1
Dados mais fracos da China, varejo americano, arcabouço travado e o que mais move o mercado;0
Deputados cancelam reunião que discutiria texto do novo arcabouço fiscal, após fala de ministro da Fazenda;-1
Wilson Ferreira Junior renuncia ao cargo de CEO da Eletrobras;-1
Ivan de Souza Monteiro passa a ser presidente da companhia;0
Empresa com mais aquisições da bolsa quer voltar às compras após '2º IPO';0
Capitalizada, Viveo quer fechar grandes negócios a partir de 2024. Compras menores já não movem mais o ponteiro, disse CEO à EXAME Invest;0
Previc aprova novo marco da previdência complementar fechada;1
Superintendência Nacional de Previdência Complementar revisa 40 normas desde 2007, reafirmando seu papel e buscando equilíbrio na atuação;1
Yield real perto de pico de 14 anos puxa compra global de dólar;1
O rendimento real — yield menos inflação — dos títulos do Tesouro americano de 10 anos subiu acima de 1,82% nesta segunda-feira, perto do nível mais alto desde 2009;1
Serasa muda metodologia da pontuação do score de crédito veja o que impacta;1
A Serasa lançou nesta segunda-feira uma atualização da metodologia da pontuação do score de crédito;0
MELHORES E MAIORES 50 anos: Kenvue carrega o legado da J&J, a farmacêutica mais premiada;0
Há 90 anos no país, a empresa de consumo do setor farmacêutico e cuidados pessoais é uma das maiores campeãs da premiação;0
George Soros: quem é o homem que quebrou o Banco da Inglaterra?;0
Entenda tudo sobre esse famoso homem de negócios: desde sua história pessoal até sua influência nas finanças globais e sua marcante atuação filantrópica por meio da Open Society Foundations;0
Bernard Arnault: quem é como se tornou o rei do luxo?;0
Bernard Arnault, uma figura icônica no mundo dos negócios e da moda, é um empresário visionário e líder inovador;0
Títulos argentinos despencam com surpresa eleitoral;-1
A dívida soberana do país vizinho, que já era negociada em níveis de estresse, liderou as quedas nos mercados emergentes nesta segunda-feira;-1
Ibovespa tem 10ª queda seguida com pressão de Vale e China;-1
Risco de calote de uma das maiores empresas do setor imobiliário chinês derruba bolsa;-1
Dólar hoje 14/08: moeda fecha em alta após divulgação do IPCA;-1
A moeda americana fecha em alta após divulgação dos dados do IPCA e IBC-Br;-1
O que é gateway de pagamento? Saiba como funciona e qual o melhor;0
Com o artigo abaixo, explore as principais vantagens de adotar uma dessas ferramentas, impulsionando seu negócio para o sucesso no cenário digital.;0
Mega-Sena: duas das quatro apostas vencedoras foram feitas na mesma lotérica;0
Cidade do Mato Grosso tem quase 200 mil habitantes;0
Texto precisa ser votado nos plenários das duas casas legislativas até 28 de agosto para não “caducar” (ou seja, perder validade)The postHaddad fala em sensibilizar deputados sobre off e diz não ter alternativa para compensar atualização do IRP appeared first onInfoMone;0
Estamos vendo que o trabalho do BC, que começou em 2021, está rendendo frutos, afirmoThe postGuardado: Vamos perseverar trabalho do BC até que trajeto de desinflação seja consistent appeared first onInfoMone;1
Empresa informou que ocorrerá em 25 de setembro de 2023 o pagamento dos dividendos no valor de R$ 129,6 milhõeThe postJalles Machado (JALL3) aprova aumento de capital e data de pagamento de dividendo appeared first onInfoMone;1
Os últimos quatro anos têm a Selic média mais baixa de todo o regime de metas, assinalou Maurício Costa de MourThe postInflação ainda não nos dá tranquilidade, por expectativas à frente não ancoradas, diz diretor do B appeared first onInfoMone;0
Matéria tem 13 dias para ser votada nos plenários das duas casas legislativas para não perder a validadThe postLira diz que MP do salário mínimo teve mudanças fora do previsto e ainda não chegou à Câmar appeared first onInfoMone;-1
Ocorrência afetou 27 milhões de pessoas e levou cerca de 6h para ser resolvidThe postMinistro aciona PF e Abin para investigar apagão em 25 Estados e D appeared first onInfoMone;-1
Apurações mostram possibilidade de delito de ação criminosa, associação criminosa, falsidade ideológica e insider tradingThe postProcurador diz que MPF tem em curso negociações de delação premiada no caso Americanas (AMER3 appeared first onInfoMone;-1
Presidente da Câmara diz que não houve clima para discutir o assunto ontem com líderes e que tema pode ir a plenário em 22 de agostThe postLira indica votação do arcabouço fiscal só na semana que vem e diz que Senado fez alterações sérias ao text appeared first onInfoMone;-1
É hora de fabricar produtos americanos nos Estados Unidos, afirmou o líder em discurso nesta terça-feiraThe postBiden diz que é hora de fabricar produtos norte-americanos nos EU appeared first onInfoMone;-1
Maurício Costa de Moura disse em debate na Câmara que a autoridade monetária não mantém os juros altos por prazer ou sadismThe postDiretor diz que BC busca pouso suave, reduzindo inflação com impacto menor na atividad appeared first onInfoMone;1
