token;sentimento
A previsão do mercado financeiro para o Índice Nacional de Preços ao Consumidor Amplo (IPCA) – considerado a inflação oficial do país – caiu de 4,95% para 4,9% neste ano. A estimativa está no Boletim Focus desta terça-feira (25), pesquisa divulgada semanalmente pelo Banco Central (BC) com a expectativa de instituições financeiras para os principais;1
IPCA-15 varia -0,07% em julho e atinge 3,19% nos últimos 12 meses, mostra IBGE;1
O Índice Nacional de Preços ao Consumidor Amplo 15 (IPCA-15) apresentou leve deflação de 0,07% em julho, de acordo com o Instituto Brasileiro de Geografia e Estatística (IBGE) nesta terça-feira (25). Houve queda de 0,11 ponto percentual em relação à taxa do mês anterior (0,04%). No ano, há alta acumulada de 3,09% e, em 12 ;1
IPCA-15, relatório do FMI e o que move o mercado hoje;0
Os índices futuros dos Estados Unidos operam estáveis nesta terça-feira (25), com o mercado na expectativa da decisão de política monetária do Federal Reserve e mais balanços corporativos. O destaque vai para as megacaps de tecnologia, Alphabet e Microsoft, que divulgarão seus números após o fechamento do pregão. O mercado já contratou um aumento de;0
Ibovespa fecha em alta com ganhos de ações ligadas a commodities;1
Ibovespa atingiu os 121 mil pontos, impulsionado por ganhos firmes da Petrobras e da Vale, que acompanharam o noticiário da China;1
FCA propõe regras para divulgação de produtos nas redes sociais;0
A Financial Conduct Authority (FCA) propôs orientações que regulamentam a forma como os produtos financeiros podem ser divulgados em redes sociais. Com essa novidade, o regulador britânico espera limitar “danos significativos aos consumidores” decorrentes de promoções inadequadas e ilegais. A Capital Aberto tem um curso online sobre Resolução CVM 59: preparando o formulário de referência.;0
Carrefour converte mais lojas e mais rápido, mas ainda tem prejuízo de R$ 249 milhões no 2º trim.;-1
Se considerados ajustes da integração do BIG, a linha fina do balanço é de um lucro de R$ 29 milhões, 95% abaixo do mesmo período de 2022;-1
Lucro da Neoenergia no segundo trimestre cai 32%, para R$ 728 milhões;-1
Receita líquida avançou 9% no período, para R$ 10,5 bilhões;1
Caixa começa a distribuir lucro do FGTS na quinta-feira;1
Segundo o banco, 132 milhões de trabalhadores que têm conta de FGTS receberão o crédito;1
Um ano depois: como a Unilever concentrou esforços em 5 unidades de negócios para voltar a crescer;0
Dona de Seda, Kibon e Omo, a multinacional conseguiu 20% de crescimento no lucro e ganhou agilidade no Brasil, a operação avançou dois dígitos no primeiro semestre de 2023;1
Longe da lucratividade, Spotify afunda 15% em bolsa de NY após novo prejuízo;-1
Com plataforma lançada há 15 anos, empresa segue fora dos trilhos da lucratividade gastos com encargos trabalhistas pressionam resultados neste ano;-1
Dólar abaixo de R$ 5 é o novo consenso do mercado, revela Focus;1
Mercado vinha projetando dólar a R$ 5 ou acima para este ano desde fevereiro de 2021;0
Para Santander, 2º tri vai ser de resultados das empresas no 'fundo do poço';-1
No entanto, banco diz que números fracos já são esperados por investidores e que revisões positivas nos lucros para 2024 já estão em andamento;1
BTG Banking lança parcelamento de compras internacionais a partir de R$ 500;1
O parcelamento de compras é válido para compras no exterior e nos sites em moeda estrangeira;0
Ibovespa avança ao maior nível em quase dois anos e supera os 122 mil pontos;1
Alta de 3% da Vale e prévia da inflação levemente abaixo do esperado impulsionam bolsa;1
Dólar hoje 25/07: fecha em alta com mercado reagindo aos dados do IPCA-15 e esperando decisão do Fed;0
Moeda americana fecha em alta após dados do IPCA-15 e aguardando decisão do Fed;1
Citi diz que excesso de apostas de alta ameaça rali do S&P 500;-1
A exposição dos investidores ao S&ampP 500 continua extensa e unilateral, mesmo depois que o impulso de alta diminuiu nas últimas semanas;0
Mega-Sena sorteia hoje prêmio acumulado em R$ 70 milhões;0
As apostas na Mega-Sena podem ser feitas até as 19h do dia do sorteio nas casas lotéricas credenciadas, pela internet ou no aplicativo da loteria;0
IPCA-15, balanços da Microsoft, Alphabet e Carrefour, estímulo na China e o que mais move o mercado;0
Economistas esperam que inflação tenha ficado estagnada na primeira quinzena de julho;0
Efeito deflação: o que esperar dos resultados de Carrefour, GPA, Assaí e Mateus no 2º tri;0
Carrefour abre a temporada de balanços nesta terça-feira e deve ser a empresa com rentabilidade mais afetada, segundo analistas;-1
Balanços dos bancões: o que esperar dos resultados do setor no 2º tri;0
Itaú e Banco do Brasil seguem com perspectivas melhores Bradesco e Santander continuam com desafios do trimestre passado;1
Paulo Guedes é anunciado como sócio e presidente do conselho da holding Legend Capital;0
Ex-ministro da Economia vai criar um time de executivos com foco em reestruturação de empresas;0
Dona das balas Nerds, Ferrara compra fabricante de amendoins Dori;0
Fundada em 1967 em Marília, no interior de São Paulo, a empresa brasileira tentou fazer IPO, mas não encontrou janela compradora tem sede em Chicago;0
Alta de juro do Fed nesta quarta está 100% precificada. Mas e depois?;0
Mercado ainda vê fim do aperto monetário como incerto expectativa é de que Jerome Powell deixe a porta aberta para a necessidade de novas elevações;-1
IRB (IRBR3) é rebaixado depois de rali e volta para lanterna do Ibovespa;-1
Ação do ressegurador vinha de uma alta de 90% no ano – um dos maiores ganhos do índice;1
Calendário de balanços: Vale e Santander divulgam resultados esta semana;0
Agenda de divulgação deve ficar nos holofotes do mercado até a segunda semana de agosto;0
Mega-Sena: quanto rendem R$ 70 milhões na poupança?;0
Saiba qual é o rendimento mensal de R$ 70 milhões na poupança e compare com outros investimentos;0
Goldman vê S&P 500 ainda mais caro com alta de retardatários;0
O valuation alto do S&ampP 500 está em um nível razoável e pode subir ainda mais este ano;0
Zamp: gestora Mar Asset pede AGE para votar clásula de 'poison pill';0
Administradora do Burger King e da rede Popeyes no Brasil, a empresa diz que seu conselho vai analisar o pedido;0
Viveo (VVEO3) quer levantar até R$ 1,4 bi em nova oferta de ações;0
Valor máximo da oferta representa 24% do valor de mercado da companhia do ramo de saúde;0
Ibovespa sobe forte e fecha no maior patamar em 15 meses;1
Expectativa de maiores estímulos para economia da China dão força às ações de Vale e Petrobras;1
Companhia mantém sua expectativa de conclusão da transação para a metade do terceiro trimestre de 202The postGPA (PCAR3) avança no processo de segregação do Éxit appeared first onInfoMone;0
Varejista reportou seus números trimestrais nesta noite de terça-feira (25The postCarrefour Brasil (CRFB3) tem baixa de 95% no lucro ajustado no segundo trimestre, para R$ 29 milhõe appeared first onInfoMone;-1
Imóvel possuí 2.936 m² de área bruta locável (ABL) e está 100% locado para as Lojas PernambucanaThe postSão Carlos (SCAR3) vende imóvel em São José dos Pinhais por R$ 17 milhõe appeared first onInfoMone;1
Companhia elétrica divulgou seus números trimestrais nesta noite de terça-feira (25The postNeoenergia (NEOE3) lucra 32% a menos no segundo trimestre, a R$ 728 milhõe appeared first onInfoMone;-1
Mais cedo, o banco anunciou uma fusão com o Banc of California, resultando em um banco com US$ 36 bilhões em ativosThe postPacWest amarga prejuízo no 2º tri, mas ação dispara mais de 30% com anúncio de fusã appeared first onInfoMone;1
Investimento ANEEL é de R$ 682 milhões e a Receita Anual Permitida (RAP) é de R$ 48,3 milhões no ciclo 2023-202The postIsa Cteep (TRPL4) obtém licença de instalação do projeto Minuano no Rio Grande do Su appeared first onInfoMone;1
A receita do Banc of Califórnia ficou em US$ 75,7 milhões, abaixo dos US$ 85,49 milhões registrados no mesmo trimestre de 202The postBanc of California surpreende em lucro após anunciar fusão com o PacWes appeared first onInfoMone;-1
Montante é 28% superior ao registrado no mesmo período do ciclo 2022/2The postBanco do Brasil (BBAS3) desembolsou R$ 12 bilhões nos 20 primeiros dias da safra 2023/2 appeared first onInfoMone;0
Companhia divulgou seus números trimestrais nesta noite de terça-feira (25The postTelefônica Brasil (VIVT3) lucra R$ 1,121 bi no segundo trimestre, alta anual de 50,3 appeared first onInfoMone;1
O lucro por ação ajustado ficou em US$ 2,00, abaixo da previsão de US$ 2,11 dos analistas ouvidos pela FactSetThe postVisa (VISA34) registra lucro líquido de US$ 4,2 bi no 3º tri fiscal, alta de 22% na base anua appeared first onInfoMone;1
A Anbima (Associação Brasileira das Entidades dos Mercados Financeiro e de Capitais) divulgou nesta terça-feira (25) ajuste na sua expectativa para o IPCA de julho, de 0,10% para 0,08%. O número vai balizar o Valor Nominal Atualizado (VNA) das Notas do Tesouro Nacional - Série B (NTN-B) nas operações do mercado secundário a partir de […O postIPCA: Anbima melhora estimativa para inflação de julho e de agost apareceu primeiro emSuno Notícia;1
O ministro do Supremo Tribunal Federal (STF) Alexandre de Moraes negou o vínculo de emprego entre a companhia de transporte por aplicativo Cabify e um motorista. [suno_banner id=240038] Alexandre de Moraes acolheu um recurso da empresa contra decisão do Tribunal Regional do Trabalho da 3ª Região (TRT-3), de Minas Gerais, que havia reconhecido o vínculo […O postMoraes derruba mais uma decisão que reconheceu vínculo entre motorista e aplicativ apareceu primeiro emSuno Notícia;1
O Carrefour (CRFB3) apresentou lucro líquido ajustado de R$ 29 milhões no segundo trimestre de 2023. O resultado é 95% menor do que o apresentado no mesmo período do ano passado. [suno_banner id=106682] Sem o ajuste, que descontou principalmente gastos com imposto de renda ligados à venda de imóveis (operação de sale and leaseback) e […O postCarrefour (CRFB3) encolhe lucro em 95%, para R$ 29 milhõe apareceu primeiro emSuno Notícia;-1
O lucro líquido da Neoenergia (NEOE3) recuou 32% no segundo trimestre deste ano, em relação ao mesmo período do ano passado, para R$ 728 milhões. De janeiro a junho, o lucro da companhia totalizou R$ 1,943 bilhão, montante 15% menor do que o reportado no primeiro semestre de 2022. [suno_banner id=106682] O resultado da Neoenergia foi […O postNeoenergia (NEOE3): lucro tem queda de 32% no 2T23, para R$ 728 milhõe apareceu primeiro emSuno Notícia;-1
A Telefônica (VIVT3) divulgou seus resultados do segundo trimestre de 2023 (2T23). A empresa proprietária da Vivo teve um lucro líquido de R$ 1,121 bilhão nesse período, conforme comunicado ao mercado hoje (25). [suno_banner id=311259] O lucro da Telefônica no 2T23 foi 50,3% maior que o divulgado no mesmo período do ano passado. Esse número […O postTelefônica (VIVT3) tem lucro bilionário no 2T23, 50,3% maior na comparação anual;1
A Alphabet, dona do Google (GOGL34), informou hoje que registrou lucro líquido de US$ 18,37 bilhões no segundo trimestre, um crescimento de 14,75% ante o resultado de US$ 16,002 bilhões de igual período do ano passado. [suno_banner id=106682] O lucro por ação ajustado da dona do Google ficou em US$ 1,44, de US$ 1,21 anteriormente, […O postAlphabet, dona do Google (GOGL34), surpreende com alta de 14,75% no lucro do 2T23 ação dispara após o pregão em N apareceu primeiro emSuno Notícia;1
O fundo imobiliário BTRA11 tombou mais de 9% na sessão de hoje (25), após divulgar um dos menores dividendos de sua história. Enquanto isso, o FII MXRF11 caiu pela 4ª vez seguida, no dia em que o IFIX (índice de fundos imobiliários da B3) ficou praticamente estável na Bolsa de Valores, com variação de +0,01%, […O postMXRF11 cai pela 4ª vez em dia de IFIX estável sessão tem tombo de 9% de outro fundo imobiliári apareceu primeiro emSuno Notícia;-1
O Nubank (NUBR33) ultrapassou, nesta terça-feira (25), a marca de 80 milhões de clientes no Brasil, se tornando o 4º maior banco do país no quesito e ultrapassando o Banco do Brasil (BBAS3) no ranking. [suno_banner id=265278] No começo deste ano, eram 73,1 milhões de clientes do Nubank do Brasil, conforme divulgado pela companhia. Já […O postNubank (NUBR33) chega a 80 milhões de clientes e ultrapassa Banco do Brasil (BBAS3 apareceu primeiro emSuno Notícia;1
O Índice Nacional de Preços ao Consumidor Amplo 15, o IPCA-15, teve uma queda de 0,07% em julho, informou nesta terça-feira (25) o Instituto Brasileiro de Geografia e Estatística (IBGE). Para a XP Investimentos, a composição do IPCA-15 de julho não trouxe surpresas, mas indica um provável corte de juros em agosto pelo Copom. [suno_banner […O postDepois do resultado do IPCA-15, Selic terá corte em agosto? Analistas responde apareceu primeiro emSuno Notícia;1
A Ambev (ABEV3) deve reportar resultados medianos, com margens relativamente fracas, no segundo trimestre de 2023 (2T23), avaliam os analistas da Genial Investimentos. No entanto, de olha em uma melhora sequencial da companhia no restante do ano, a Genial recomenda manter as ações. [suno_banner id=106682] “Esperamos um resultado mediano da Ambev, com pequeno crescimento de […O postAmbev (ABEV3): de olho em “ventos favoráveis”, analistas recomendam ações veja os motivo apareceu primeiro emSuno Notícia;1
