token;sentimento
Regulador da China anuncia medidas para reavivar mercados;1
O regulador dos mercados chinês anunciou algumas medidas para aumentar a confiança dos investidores no país. Entre as propostas está o corte nos custos de negociação e o aumento das horas de trading.;1
Autarcas de Leiria querem indemnizações pelo impacto negativo das eólicas offshore;-1
A maior zona de concessão eólica offshore é a da Figueira da Foz, com 1.325 km2 e uma potência de 4 GW. Os autarcas consideram que interfere com a zona costeira de Pombal, Leiria e Marinha Grande.;0
Mercedes-Benz chama às oficinas mais de 231 mil carros na China;-1
A recolha dos carros irá ocorrer de forma faseada, consoante os diferentes modelos, começando em setembro e terminando em dezembro.;-1
Maior produção renovável faz cair consumo de gás em 21% até junho;1
Esta diminuição do consumo de gás é particularmente visível nas centrais a gás para a produção de energia elétrica, com uma redução de 41,9% até junho, diz a ERSE.;1
Investimento deu alguns sinais positivos em julho;1
Vendas de cimento e de veículos pesados aceleraram no último mês. Já os indicadores do consumo das famílias abrandaram, num sinal menos positivo para a evolução da procura interna.;1
Campanha de cereais de outono/inverno, como trigo, foi a pior de sempre;-1
Face aos mínimos históricos em termos de produção, INE alerta que produtores de cereais de sequeiro que se candidatam no âmbito do PEPAC a pagamentos associados poderão, na sua maioria, não ser elegíveis, em virtude de não cumprirem as produtividades mínimas exigidas.;-1
Preços na produção industrial recuam pelo quarto mês consecutivo;-1
Presidente promulga diploma que obriga multinacionais a divulgar lucros e impostos;1
Em causa está o diploma que transpõe para a ordem jurídica interna a diretiva do Parlamento Europeu e do Conselho, que determina que empresas com uma faturação acima de 750 milhões e que operam na UE declarem os lucros e impostos que pagam.;1
No interior do Ceará, uma cidade que aprendeu como se ensina;0
O complexo de vira-lata foi descrito pelo escritor Nelson Rodrigues, em 1958, como “a inferioridade em que o brasileiro se coloca, voluntariamente, em face do resto do mundo”, ou simplificando, trata-se do senso comum que diz que nós, brasileiros, adoramos vangloriar os feitos de fora e subestimar os nossos próprios “cases” de sucesso. Nesse sentido, ;0
Opós 13 pregões em queda, Ibovespa finalmente volta a fechar no azul;1
Mesmo com a agenda esvaziada, os investidores do Ibovespa acabaram indo atrás de descontos levando o índice a fechar em alta;1
ENTREVISTA COM PATRICK O’GRADY, SÓCIO-FUNDADOR DA VECTIS | MERCADO & BEYOND;0
;0
ENTREVISTA COM JULIANO CUSTÓDIO, Sócio da EQI Investimentos | MERCADO & BEYOND;0
;0
ENTREVISTA COM WALTER MACIEL, CEO DA AZ QUEST | MERCADO & BEYOND;0
;0
ENTREVISTA COM LUIZ FERNANDO FIGUEIREDO, Chairman da Jive/Mauá Investments | MERCADO & BEYOND;0
;0
ENTREVISTA COM SERGIO MACHADO, GESTOR DO FUNDO CASH | MERCADO & BEYOND;0
;0
Empresa lança ferramenta automática para gerar renda com day trade veja como acessar;1
Uma empresa do mercado financeiro acaba de fazer um importante anúncio: será lançada em breve no mercado uma ferramenta automatizada de day trade que pode gerar bons ganhos: o Gradiente Linear Empiricus. Na verdade, se você tem interesse em buscar uma renda extra na Bolsa, mas não tem muito tempo ou muito dinheiro para começar, ;0
ENTREVISTA COM MARCELO MAISONNAVE, SÓCIO DA NVA CAPITAL | MERCADO & BEYOND;0
;0
ENTREVISTA COM JULIANO CORNACCHIA, CEO DA VÓRTX | MERCADO & BEYOND;0
;0
Ibovespa opera em alta nesta sexta-feira com cenário externo no radar;1
O Ibovespa opera em alta nesta sexta-feira (18) e pode interromper a sequência de 13 quedas consecutivas. Os investidores, contudo, seguem de olho no mau humor global devido às preocupações sobre as maiores economias do mundo, como Estados Unidos e China. Por volta das 13h20, o principal índice da bolsa brasileira opera em alta de ;1
Preocupações com economia global, setor imobiliário na China e o que move o mercado hoje;-1
Os índices futuros dos Estados Unidos operam em queda nesta sexta-feira (18), com os investidores acompanhando sinais preocupantes da economia do país. Os juros longos dos títulos do Tesouro norte-americano, conhecido como Treasuries, atingiram níveis próximos da crise do subprime, em 2007, com os yield de 10 anos chegando a 4,326%. A situação atual da ;-1
Caixa e Itaú seguem operando consignado do INSS após redução do teto;0
O movimento dos bancos é oposto ao que aconteceu em março, quando o CNPS reduziu de 2,14% ao mês para 1,70% ao mês o teto do consignado;0
Mesmo com queda em agosto, BofA diz que rali do Ibovespa não terminou;1
Analistas defendem que índice continua barato maioria dos gestores espera Ibovespa acima de 120 mil pontos;1
Bolsa família: Caixa começa a pagar parcela do programa de agosto veja as datas;0
Moradores de 99 municípios do Rio Grande do Sul, de Alagoas e Pernambuco, afetados por calamidades públicas, recebem o pagamento nesta terça, independentemente do NIS;0
O preço do seguro dos 10 carros mais vendidos no Brasil;0
Levantamento aponta os preços médios das apólices dos veículos líderes de venda para 11 capitais;0
Valorização e demanda explosiva: por que a queda da Selic anima gestores de renda fixa;1
Investidores veem juros em ponto ótimo para o fomento do mercado de crédito privado;1
China pode trazer mais perdas para bolsas dos EUA, diz BofA;-1
Os mercados acionários dos EUA podem cair outros 4% diante da turbulência econômica na China;-1
China lança pacote de medidas para fortalecer mercados e impulsionar confiança do investidor;1
País quer principalmente relaxar restrições para fundos, incluindo sobre regras para investimentos estrangeiros;1
Ibovespa interrompe maior sequência negativa da história e fecha em alta;1
Pregão no positivo foi o primeiro registrado na bolsa brasileira em todo o mês de agosto;1
O que é checkout e como otimizar em sua loja virtual?;0
A etapa de pagamento é uma das que mais influenciam o índice de conversão de uma loja virtual saiba como melhorar o processo para o seu site vender mais;0
Agosto já é o mês do ano com maior saída de estrangeiros da bolsa;-1
Movimento ocorre em meio à maior sequência negativa da história Ibovespa caiu por 13 pregões consecutivos;-1
Dólar hoje 18/08: fecha em queda com atenções ainda voltadas para taxa de juros nos EUA;-1
Moeda fecha em queda em dia mais calmo no mercado com atenção ainda voltada para taxa de juros nos EUA;-1
Meia-entrada no cinema: como ter direito sem ser estudante?;0
A Lei da Meia-Entrada promove o acesso a espetáculos e outras atividades culturais. Veja quem tem direito a meia-entrada no cinema;0
Hong Kong em bear market, inflação do Japão, Ibovespa em queda livre e o que mais move o mercado;-1
Com preocupações de Leste a Oeste, mercado internacional segue sob tensão bolsa brasileira vem de maior sequência negativa da história;-1
MELHORES E MAIORES 50 anos: Sabesp completa cinquentenário às vésperas de privatização;0
Companhia está engajada em agenda de inovação e sustentabilidade;1
Volta da 'raspadinha'? Caixa planeja com 'jogo' no 2º semestre plano é arrecadar R$ 5 bilhões;1
A Caixa operou a antiga Lotex até 2016, quando a modalidade foi extinta pelo governo de Michel Temer (MDB);0
JD.com, um dos maiores e-commerces da China, tem aumento de 7,6% em receita no 2º trimestre;1
A receita do segundo trimestre da empresa foi de 287,9 bilhões de yuans, um aumento de 7,6% em relação a 2022;1
Receita da Bolsa de Hong Kong no 1º semestre de 2023 alcança o segundo maior nível histórico;1
A receita da HKEx para o primeiro semestre do ano foram de US$ 1.5 bilhão, um aumento de 18% em relação ao ano anterior;1
Yields globais saltam com receio de mais aperto monetário;-1
Banco Central dos EUA sinalizou que juros podem continuar subindo;-1
Citi recomenda apostar contra petróleo em 2024 por demanda fraca;-1
Suprimentos globais da commodity devem ser muito mais robustos neste ano e no próximo do que o esperado;1
Corte de energia: prazo para corte e quais os direitos do consumidor;0
Ficar atento ao prazo para o corte energia pode evitar diversos transtornos ao consumidor;0
Produto com defeito: saiba o que fazer quando receber algum produto com problema;0
Saber o que fazer na compra de um produto com defeito faz com que o consumidor seja assegurado por seus direitos previstos em lei;0
Dólar hoje 17/08: fecha em alta após Fed sinalizar possibilidade de aumento na taxa de juros;-1
Moeda americana fecha em alta após ata do Fed;-1
Ibovespa aprofunda queda histórica e tem 13º pregão de queda seguido;-1
Bolsas globais tem dia de queda Ata do Fed aumentou preocupação por nova alta de juros nos EUA;-1
O que são rotinas administrativas? 10 dicas para aplicar no seu negócio;0
Atentando-se a alguns pontos importantes e usando a tecnologia para organizar dados e processos, fica mais simples administrar a sua empresa;1
Ibovespa em queda histórica: o que explica a maior sequência negativa de todos os tempos;-1
Para especialistas, as razões passam por China, Estados Unidos, e questões internas;0
Limite de preço define o preço do barril de petróleo bruto local abaixo do patamar anterior de 63 dólareThe postArgentina vai congelar preço do petróleo em US$ 56 o barril para conter inflaçã appeared first onInfoMone;-1
Enquanto Morgan apontou que preço está em linha com o que projetava e manter compra para ação, BBI tem ceticismo com ativoThe postSuzano (SUZB3) elevará preços de celulose em setembro, enquanto analistas divergem sobre futuro das açõe appeared first onInfoMone;0
Também foram encontrados algumas irregulares e excessos na aplicação de outras variáveis e inovações não previstas na lei, segundo a notThe postMPF confirma redução de multa da JF, controladora da JBS (JBSS3), por em cálculo do faturamento da empres appeared first onInfoMone;-1
A suspensão temporária vigorava desde 17 julho após o Estado confirmar um foco de gripe aviária no município de MaracajáThe postAgricultura confirma retirada do embargo do Japão a SC para ovos e carne de frang appeared first onInfoMone;1
Informação consta em denúncia do MPF contra a Braiscompany, empresa acusa de crime financeirThe postMagno Alves, ex-jogador do Fluminense, perde R$ 32 milhões em pirâmide de criptomoeda appeared first onInfoMone;-1
Sexta-feira foi marcada pela falta de gatilhos e os mercados, tanto o brasileiro quanto os de fora, fecharam com poucas oscilaçõeThe postIbovespa tem 1ª sessão de alta de agosto e interrompe sequência histórica de 13 baixas na semana, cai 2,25 appeared first onInfoMone;1
Ibovespa sobe pela primeira vez em agosto, mas acumula perdas de 5,3% no mêThe postIbovespa Ao Vivo: Petrobras (PETR4), bancos e varejo garantem 1ª alta da Bolsa em agosto Vale (VALE3) puxa queda appeared first onInfoMone;0
No exterior, os negócios do dia foram novamente permeados pelas preocupações em torno de China e EUThe postDólar fecha em baixa na sessão, mas acumula alta de mais de 1% na seman appeared first onInfoMone;1
Na posse de Márcio Pochmann no comando do IBGE, ministra faz desabafo e diz que este é um novo BrasilThe postTebet diz que cerco se fechou contra Bolsonaro e defende apreensão de passaporte do ex-president appeared first onInfoMone;0
Juros cobrados no empréstimo saíram de 1,97% para 1,91% ao mêThe postGrandes bancos mantêm consignado do INSS após redução do teto de juro appeared first onInfoMone;1
