token;sentimento
Dívida abaixo de 100% põe Portugal noutro campeonato;0
O Governo está a preparar uma revisão em baixa da meta para a dívida pública portuguesa.;0
JMJ: Governo garante que foram tomadas todas as medidas para que haja segurança;1
Não vale a pena efabular sobre episódios, afirmou este sábado Ana Catarina Mendes, numa referência aos acontecimentos que envolveram Bordallo II.;0
Concurso público do primeiro troço entre Sines e A2 lançado na próxima semana;0
Não cometa este erro se tiver uma entrevista de emprego;0
As horas a que o candidato chega a uma entrevista é crucial para criar de imediato uma boa (ou má) primeira impressão. Eis as recomendações de um especialista.;0
Ana Catarina Mendes: Governo cumpriu à risca a legalidade nos ajustes diretos para a JMJ;1
Os contratos por ajuste direto estão absolutamente determinados e balizados naquilo que foram as normas inscritas no Orçamento do Estado e responderam a tudo aquilo que são as regras da contratação pública, assegurou este sábado a ministra.;1
Opel Astra GSe. Topo de gama Sports Tourer;0
Depois dos Grandland GSe  e Astra GSe, o terceiro membro do grupo de modelos da nova submarca GSe da Opel ? o Astra Sports Tourer GSe ? já está disponível para encomenda na rede nacional de concessionários da marca, com preços a partir dos 52.190 euros.;0
Liga dos Bombeiros Portugueses defende demissão do presidente da Agência para a gestão de fogos rurais;-1
O presidente da AGIF, Tiago Oliveira, devia ter vindo a público apresentar desculpas pela forma caluniosa e inqualificável como se dirigiu aos bombeiros no Parlamento, defende a Liga em comunicado.;-1
Mega-Sena 2.616: Ninguém acertou as seis dezenas e prêmio acumulado pode chegar a R$ 50 milhões;1
Amazon lançará cartão de crédito com cashback no Brasil;1
Samarco entrega plano de recuperação judicial em consenso com parte dos credores;1
Gripe aviária: mais 3 casos são confirmados em aves silvestres total sobe para 74;-1
Shein, Shopee e Aliexpress: governo publica regras de programa sobre compras internacionais;0
Americanas (AMER3): STF decide que ex-CEO terá que depor à CPI, mas permite silêncio, diz jornal;-1
São Martinho (SMTO3) vai distribuir R$ 275 milhões em dividendos;1
Apostas da Mega-Sena estão abertas para o prêmio de R$ 33 milhões e Taesa (TAEE11) amarga forte queda;-1
Mega-Sena 2616: Loteria sorteio prêmio de R$ 40 milhões neste sábado;0
Dividendos: confira a agenda de proventos da semana;0
Agenda: Decisão da Selic pelo BC, payroll nos EUA e dados de atividade movem a semana;0
Após uma semana agitada nos mercados financeiros, nada como outra agenda movimentada. Os próximos dias não serão tranquilos para os investidores, uma vez que a lista de indicadores e divulgações relevantes continuarão. Os principais destaques ficarão para a decisão de política monetária do Banco Central brasileiro e do Banco da Inglaterra (BoE), além do relatório;0
Inflação em Queda e Elevação da Taxa de Juros;-1
João Tessari: Como economistas estamos habituados com algumas métricas e conceitos econômicos que muitas vezes não são amplamente divulgados e, portanto, não são naturais para boa parte das pessoas. Decidi escrever esse texto, uma vez que acredito que alguns deles possam ajudar a esclarecer a perspectiva atual de inflação e juros em diversas regiões;1
Estratégia em minicontratos de dólar permite retornos médios de R$ 1 mil por dia;1
Por conta de uma colaboração entre a maior casa de análise independente do Brasil a Empiricus Research e o trader especialista em mini dólar Leo Nonato, investidores terão a oportunidade de receber retornos, em média, R$ 1.303,10 por dia. À princípio, essa proposta pode levantar questões do tipo: será que é verdade?;0
6 dicas financeiras para você planejar sua viagem internacional;0
Imagine que você vai fazer aquela viagem dos sonhos ao exterior e se programa para gastar um determinado valor, mas quando você volta e olha a fatura do seu cartão de crédito toma aquele susto: ela veio muito mais alta do que você podia imaginar. Quando não fazemos o planejamento correto das finanças da viagem;-1
Petróleo pode chegar aos US$ 35? especialista avalia possibilidade;-1
Na última quinta (27), o especialista em análise macro, Fabio Fares, participou da programação na BM3 News e avaliou o cenário internacional;0
10% ao mês? Promessa de alto rendimento normalmente é golpe;-1
Imagine que você está navegando pelas redes sociais e de repente se depara com uma publicação que parece muito atraente, oferecendo investimentos com um retorno muito acima da média do mercado. A vontade de clicar e saber mais muitas vezes é grande, mas cuidado. Promessas de rendimentos mensais de 3%, 5% ou 10%, quase sempre;-1
Ibovespa fecha em alta após dia marcado por altas e baixas;1
Investidores do Ibovespa reagiram aos novos dados de inflação nos EUA, cuja desaceleração joga a favor do fim das altas dos juros americanos;1
Inflação do aluguel cai pelo quarto mês seguido;1
O resultado mostra um comportamento de desinflação na economia brasileira. Em julho do ano passado, o IGP-M acumulado de 12 meses era positivo em 10,08%;1
Com indicadores e resultados corporativos no radar, Ibovespa opera misto nesta sexta;0
O Ibovespa opera entre perdas e ganhos nesta sexta-feira (28), com os investidores reagindo aos indicadores divulgados mais cedo, além de resultados corporativos do segundo trimestre. Por volta das 10h40, o principal índice da bolsa brasileira opera em leve queda de 0,08%, cotado a 119.892 pontos. Os papéis da Vale (VALE3) puxam o Ibovespa para baixo;-1
EUA: Núcleo de preços de consumo sobe 0,2% em junho e atinge 4,1% na base anual;1
O Índice de Preços das Despesas de Consumo Pessoal (PCE) dos Estados Unidos cresceu 0,2% em junho na comparação mensal, de acordo com informações divulgadas pelo Departamento de Comércio norte-americano nesta sexta-feira (28). Em maio, a variação foi de 0,1%. Com isso, a variação anual do PCE ficou em 3,0% em junho, de 3,8% registrado;1
Como funciona a alavancagem na bolsa de valores?;0
A Alavancagem é um instrumento financeiro que permite ao investidor comprar um ativo com um valor maior do que o capital que ele tem disponível na sua conta de trading. É realizada por um empréstimo concedido pela Corretora ou banco. Pode ser uma ferramenta muito poderosa para os investidores, mas também é um instrumento arriscado.;0
PCE nos EUA, taxa de desemprego no Brasil e o que move o mercado hoje;0
Os índices futuros dos Estados Unidos sobem na manhã desta sexta-feira (28), uma vez que o mercado fica na expectativa para os dados do Índice de Preços para Gastos de Consumo Pessoal (PCE), o dado de inflação favorito do Fed. A expectativa é que o núcleo do PCE suba 0,2% em junho ante o mês;-1
Como a Eztec se prepara para a retomada do Minha Casa, Minha Vida;1
Incorporadora planeja acelerar volume de lançamentos no segundo semestre por meio de marca que estava há dois anos parada;1
Eternit troca de presidente para sair de recuperação judicial e planeja aquisições;1
Empresa passou por processo de retomada com o uso de novos materiais e já dá lucro;1
Resultado da Mega-Sena 2616: confira os números do concurso com prêmio de R$ 40 milhões;0
Caso alguém vença o concurso sozinho e aplique o valor na poupança, terá rendimento de R$ 264 mil no primeiro mês;0
A derrocada de Jean-Charles Naouri no Casino e o futuro do grupo controlador do GPA;0
Expansionista, o empresário francês viu o grupo varejista atolado por dívidas e teve de deixar o controle para bilionário tcheco Daniel Kretinsky;-1
Programa de fidelidade da Azul dá até 500 mil pontos para quem comprar casa nos EUA;1
TudoAzul fez parceria com imobiliária americana para dar pontos para imóveis a partir de US$ 200 mil até mais de US$ 1 milhão. casas em Dubai também serão contempladas;1
Samarco entrega plano de recuperação judicial em consenso com parte dos credores;1
Plano prevê a emissão de títulos de dívida para pagar os credores financeiros e acionistas financiando os gastos com a reparação pelo desastre de Mariana (MG);1
Por que um dos maiores gestores do Brasil está no lado oposto do mercado;0
Em entrevista à Exame Invest, sócio-fundador da Kapitalo, Carlos Woelz, diz ver contradições no mercado e explica porque ainda está pessimista com a economia global;-1
Prêmio de loteria dos EUA acumula e pagará R$ 5 bilhões;0
Brasileiros também podem concorrer ao prêmio e não é necessário ser um cidadão americano ou residente para participar. Também não há limitação de quem pode receber a premiação;0
Reguladores de bolsas de valores apoiam regras globais de relatórios climáticos;0
A Organização Internacional das Comissões de Valores Mobiliários (Iosco) endossou o padrão de relatórios climáticos recentemente publicado pelo International Sustainability Standards Board;0
Petrobras anuncia nova política de dividendos. Saiba o que muda;0
Com nova fórmula, estatal vai distribuir menos dividendos em relação ao modelo anterior. Patamar mínimo será de US$ 4 bilhões;-1
Fitch eleva ratings de Petrobras e várias empresas brasileiras após melhora em nota soberana;1
Segundo a agência de avaliação de risco, a mudança foi motivada pelo desempenho macroeconômico e fiscal do soberano brasileiro melhor do que o esperado em meio aos choques, assim como políticas proativas e reformas;1
Mega-Sena sorteia hoje prêmio acumulado em R$ 40 milhões;0
O sorteio acontece às 20h no Espaço da Sorte, em São Paulo, e conta com transmissão ao vivo pelas redes sociais da instituição;0
Calendário do investidor: cinco assuntos quentes para o Brasil na próxima semana;0
Mercado precifica redução de 0,50 ponto percentual da Selic na próxima quarta-feira. Antes do Brasil, Chile deve fazer corte agressivo;1
Casino e consórcio devem firmar acordo definitivo em setembro, afirma Grupo Pão de Açúcar;1
Casino e o consórcio deverão celebrar um acordo definitivo em setembro, com implementação no primeiro trimestre de 2024;1
Lucro do FGTS: saiba quem pode sacar o dinheiro;1
Segundo a Caixa, 132 milhões de trabalhadores que têm conta de FGTS receberão o lucro do FGTS;1
Multiplan se anima com queda de juros no radar e impulsiona expansão após 2º tri forte;1
'Se não tivesse tido problemas [das grandes varejistas], vendas poderiam ser até maiores', diz diretor vice-presidente e de relações com investidores em entrevista à EXAME Invest;0
Petrobras (PETR4) perde R$ 23,4 bilhões em valor de mercado com tombo do Ibovespa;-1
De acordo com dados do TradeMap, todas as empresas listadas na B3 juntas perderam R$ 78,6 bilhões em valor de mercado na última quinta-feira;-1
Juros reais não estão altos suficiente para frear Inteligência Artificial, diz BofA;1
A empolgação com o potencial da tecnologia desencadeou um rali nos papéis de empresas como Nvidia e Microsoft;1
Ibovespa apaga rali dos últimos pregões e fecha semana no zero a zero;0
Forte baixa ontem e pregão fraco nesta sexta-feira diminuíram alta do índice;-1
Dólar hoje 28/07: abre em queda enquanto bolsas oscilam, acompanhe a cotação;-1
Moeda americana abre em queda com bolsas do mundo oscilando;1
Não consegue emitir notas fiscais? Esclareça 5 dúvidas muito comuns;0
Empreendedores e profissionais autônomos têm dificuldades com a quantidade de burocracias, leis tributárias e fiscais;0
Mega-Sena acumulada: quanto rendem R$ 40 milhões na poupança;0
Descubra qual é o rendimento mensal de R$ 40 milhões na poupança e compare com outros investimentos;0
PCE nos EUA, recessão na Alemanha, reação à Vale, taxa de desemprego e o que mais move o mercado;0
Bolsas oscilam sem direção definida no mercado internacional à espera de dado referência para a política monetária dos Estados Unidos;0
Vale tem lucro de US$ 892 milhões no 2º tri, queda anual de 78%;-1
Resultado da mineradora foi impactado pela queda nos preços do minério de ferro e do níquel;-1
Vale vende fatia de subsidiária de cobre e níquel por US$ 3,4 bilhões;0
Negócio avalia a Vale Base Metals em US$ 26 bilhões;0
